Rand,inj_diff ,Date Time,Avg_PLT_CO2VentRate_TPH,Avg_CCS1_WHCO2InjPs_psi,Avg_CCS1_WHCO2InjTp_F,Avg_CCS1_ANPs_psi,Avg_CCS1_DH6325Ps_psi,Avg_CCS1_DH6325Tp_F,Avg_VW1_WBTbgPs_psi,Avg_VW1_WBTbgTp_F,Avg_VW1_ANPs_psi,Avg_VW1_Z11D4917Ps_psi,Avg_VW1_Z11D4917Tp_F,Avg_VW1_Z10D5001Ps_psi,Avg_VW1_Z10D5001Tp_F,Avg_VW1_Z09D5653Ps_psi,Avg_VW1_Z09D5653Tp_F,Avg_VW1_Z08D5840Ps_psi,Avg_VW1_Z08D5840Tp_F,Avg_VW1_Z07D6416Ps_psi,Avg_VW1_Z07D6416Tp_F,Avg_VW1_Z06D6632Ps_psi,Avg_VW1_Z06D6632Tp_F,Avg_VW1_Z04D6837Ps_psi,Avg_VW1_Z04D6837Tp_F,Avg_VW1_Z03D6945Ps_psi,Avg_VW1_Z03D6945Tp_F,Avg_VW1_Z02D6982Ps_psi,Avg_VW1_Z02D6982Tp_F,Avg_VW1_Z01D7061Ps_psi,Avg_VW1_Z01D7061Tp_F,Avg_VW1_Z0910D5482Ps_psi,Avg_VW1_Z0910D5482Tp_F
15173,-0.949306107,12/25/24 11:00,0,1249.521574,91.24674238,589.0341873,3267.459005,126.8701152,2230.757802,104.2352914,1.651611257,2073.682941,105.468294,2107.207548,101.9344137,2536.457774,113.4268738,2627.185451,117,2904.663818,116.6674742,3014.647441,120.5472706,3124.924577,119.936518,3313.456748,121.2870111,3326.483378,121.7936375,3264.258702,122.7764634,2370.518766,112.5548946
55583,-0.345833333,12/25/24 12:00,0,1262.552615,92.51090272,645.3472321,3262.534751,126.3382602,2230.570744,104.1980164,1.642455924,2073.667139,105.462954,2107.227832,101.9409086,2536.483264,113.4378691,2627.180438,117,2904.658691,116.6661091,3014.641909,120.5472108,3124.960628,119.924908,3313.634953,121.2586156,3326.740381,121.8015872,3264.380857,122.7858082,2370.478328,112.5488343
64847,-0.430555725,12/25/24 13:00,0,1278.36844,94.64884199,682.7048462,3258.962872,126.3699041,2230.478996,104.1884314,1.617736524,2073.66063,105.4652341,2107.183632,101.9279037,2536.483242,113.4378841,2627.204921,117,2904.663098,116.6694842,3014.603994,120.547886,3124.953735,119.921683,3313.784849,121.2606256,3326.894899,121.7823578,3264.480467,122.787278,2370.420017,112.5444391
10761,-0.3777771,12/25/24 14:00,0,1286.246638,95.37833443,680.5103561,3259.320959,126.7918951,2230.421543,104.1756514,1.633300591,2073.632249,105.4720142,2107.238383,101.9418536,2536.466738,113.4372541,2627.199382,117,2904.653056,116.6694992,3014.58914,120.549296,3124.98432,119.932003,3313.837876,121.2518655,3327.011723,121.7780528,3264.572257,122.782793,2370.42031,112.5350188
67153,-0.088542302,12/25/24 15:00,0,1296.741037,96.16349017,677.1990555,3259.300551,127.2893867,2230.517875,104.1884314,1.65161129,2073.673098,105.466164,2107.204828,101.9439985,2536.449402,113.4405241,2627.165546,117,2904.705202,116.6735043,3014.612868,120.5479009,3125.017714,119.917813,3313.869143,121.2491505,3327.093553,121.765198,3264.65117,122.7798379,2370.383238,112.5379589
19561,-0.534374746,12/25/24 16:00,0,1302.603692,96.41434555,697.407578,3257.396295,127.7736273,2230.487439,104.1777814,1.44836442,2073.716679,105.470229,2107.223,101.9408635,2536.486403,113.4282689,2627.178088,117,2904.699603,116.6735193,3014.621759,120.5515156,3125.005243,119.922973,3313.833429,121.2518505,3327.101778,121.7754426,3264.695233,122.7765678,2370.357227,112.5263635
87849,0.195833588,12/25/24 17:00,0,1309.235876,97.03507233,685.3638031,3258.803269,128.2875123,2230.501198,104.1884314,1.63604719,2073.724231,105.4701839,2107.230619,101.9281138,2536.519246,113.435709,2627.226715,117,2904.683575,116.6748993,3014.618225,120.5521908,3125.022217,119.921683,3313.807992,121.2606256,3327.063064,121.766953,3264.78524,122.7780228,2370.369954,112.5451892
36251,-0.010416412,12/25/24 18:00,0,1316.245118,97.69095599,660.7436335,3257.899705,128.6655975,2230.529445,104.1863014,1.745910734,2073.722174,105.4658339,2107.221316,101.9272738,2536.512653,113.4302789,2627.22651,117,2904.683413,116.6688092,3014.586735,120.5536456,3124.990894,119.927488,3313.778689,121.2741259,3327.065131,121.7755628,3264.842639,122.772683,2370.333765,112.5352139
68251,0.284374873,12/25/24 19:00,0,1318.394693,97.37711391,654.438915,3259.271615,129.1308558,2230.579688,104.1852364,1.866760066,2073.695986,105.4637789,2107.18972,101.9454984,2536.475893,113.4200037,2627.201774,117,2904.668288,116.6904245,3014.629289,120.5486209,3125.063043,119.922328,3313.786108,121.2680508,3327.024052,121.7913574,3264.921141,122.7826277,2370.279801,112.5330988
97070,0.347915649,12/25/24 20:00,0,1318.360018,96.99076093,639.2530797,3261.583584,129.4794603,2230.584983,104.1607414,1.91162076,2073.714268,105.469179,2107.198018,101.9399335,2536.486462,113.4172736,2627.181602,117,2904.683677,116.6877095,3014.59162,120.552146,3125.065485,119.917168,3313.812199,121.2795259,3327.043042,121.7952873,3264.973722,122.7772578,2370.302171,112.5315837
68674,-1.003123983,12/25/24 21:00,0,1320.608896,97.97367147,649.0115575,3258.146958,129.6304896,2230.613708,104.1724564,1.939086611,2073.701347,105.472539,2107.202252,101.9295987,2536.487087,113.4302939,2627.215723,117,2904.651591,116.6904245,3014.647048,120.5522057,3125.038458,119.918458,3313.836859,121.2768259,3327.084672,121.7967873,3265.022121,122.7749629,2370.284467,112.538979
86289,-0.467361323,12/25/24 22:00,0,1322.922103,98.07877382,660.4546122,3257.336967,129.7982296,2230.637052,104.1735214,1.99768052,2073.675734,105.465069,2107.164221,101.9342936,2536.459296,113.4247888,2627.175083,117,2904.605109,116.6897495,3014.641536,120.5557458,3125.066148,119.913943,3313.809945,121.2714258,3327.123008,121.7997871,3265.03623,122.7757278,2370.236825,112.538994
9939,0.033680344,12/25/24 23:00,0,1324.322057,98.18387807,666.2679754,3256.713247,130.0077447,2230.65401,104.1724564,2.030639594,2073.664498,105.4761241,2107.148228,101.9349836,2536.420744,113.4288689,2627.164353,117,2904.595162,116.6829994,3014.616034,120.5557159,3125.0572,119.914588,3313.80037,121.2687108,3327.080316,121.7920024,3265.07535,122.7772578,2370.180918,112.5346139
37603,0.027430471,12/26/24 0:00,0,1324.882898,98.00589898,664.4595668,3256.769668,130.2201092,2230.569596,104.1713914,2.107544099,2073.633276,105.4742042,2107.108602,101.9349686,2536.428241,113.4302039,2627.185482,117,2904.589278,116.6971746,3014.57856,120.5550407,3125.078623,119.908138,3313.804567,121.2788509,3327.061597,121.7897224,3265.107668,122.7688431,2370.160327,112.5456393
41112,-0.560416031,12/26/24 1:00,0,1325.78165,98.44059048,661.5425491,3255.471936,130.3730251,2230.679067,104.1926914,2.135925517,2073.66484,105.4847942,2107.121177,101.9365885,2536.438774,113.432994,2627.150897,117,2904.586098,116.6769243,3014.587844,120.5536307,3125.046631,119.908138,3313.77525,121.2747709,3327.09022,121.8014521,3265.172961,122.7665482,2370.140808,112.5346139
37123,-0.106945165,12/26/24 3:00,0,1326.620653,98.42118053,662.6965515,3253.085602,130.6425805,2230.807627,104.2203814,2.217407123,2073.601038,105.4701242,2107.084074,101.9421535,2536.458038,113.436474,2627.137917,117,2904.566449,116.6991997,3014.525905,120.5493857,3125.05897,119.907493,3313.634094,121.2734509,3326.984684,121.7961723,3265.264073,122.7680781,2370.092794,112.5360839
73261,-0.579860687,12/26/24 4:00,0,1327.489287,98.87894459,666.5693944,3250.563802,130.7593998,2230.740057,104.2033414,2.225646834,2073.628564,105.4709792,2107.082965,101.9389585,2536.449839,113.432994,2627.152094,117,2904.581903,116.7093248,3014.526992,120.5494006,3125.091758,119.908783,3313.55211,121.2849861,3326.903821,121.809702,3265.330817,122.7680781,2370.062197,112.5316737
97003,-0.237847392,12/26/24 5:00,0,1327.623207,98.88407173,673.650325,3248.422685,130.8629606,2230.770498,104.2139914,2.239379684,2073.661322,105.4706641,2107.063009,101.9437134,2536.473195,113.433099,2627.186416,117,2904.588863,116.6951496,3014.572524,120.5529257,3125.105485,119.906848,3313.409735,121.2917662,3326.805105,121.809687,3265.393459,122.7642532,2370.049809,112.5250886
50634,1.010763931,12/26/24 6:00,0,1325.831292,98.38272934,650.4236084,3251.329533,131.0496506,2230.778318,104.2054714,2.243041778,2073.600934,105.4711742,2107.067782,101.9349836,2536.510057,113.4267838,2627.207794,117,2904.547209,116.6870495,3014.603477,120.5422309,3125.234253,119.932003,3313.305442,121.2963862,3326.708767,121.809492,3265.411294,122.774213,2370.050077,112.5228384
75705,0.34861056,12/26/24 7:00,0,1326.084314,98.21353944,630.4277247,3252.847719,131.1147601,2230.77725,104.2044064,2.24304178,2073.622394,105.4700042,2107.104899,101.9381485,2536.495605,113.4213837,2627.240422,117,2904.610061,116.6816494,3014.582662,120.5450659,3125.263464,119.934583,3313.25343,121.2882861,3326.584941,121.8216268,3265.550439,122.7764928,2370.025946,112.5206785
24262,1.957639567,12/26/24 8:00,0,1327.593475,97.61734797,617.5767548,3257.006622,131.1472613,2230.873393,104.2129264,2.249450445,2073.638774,105.4697941,2107.082762,101.9453033,2536.528237,113.4302189,2627.257432,117,2904.606976,116.6742243,3014.633301,120.5536456,3125.295142,119.931358,3313.170616,121.278941,3326.540295,121.7990823,3265.604451,122.7749629,2369.984672,112.5221634
9816,-0.683333079,12/26/24 9:00,0,1331.262019,98.49845155,595.6919144,3259.627055,131.1248558,2230.837097,104.2086664,2.24578835,2073.647697,105.4686091,2107.155762,101.9341886,2536.55931,113.4151586,2627.243982,117,2904.608059,116.6809594,3014.634888,120.5557607,3125.270492,119.932648,3313.25768,121.2896211,3326.501628,121.7905477,3265.654816,122.7757429,2369.949408,112.5207685
91672,0.904860687,12/26/24 10:00,0,1333.605037,98.86356335,618.103184,3256.500063,131.049655,2230.822579,104.2214464,2.248534924,2073.670341,105.4684291,2107.127836,101.9349986,2536.562669,113.4254188,2627.244735,117,2904.64482,116.6674592,3014.639109,120.5564807,3125.281018,119.930713,3313.416709,121.2977662,3326.560905,121.812237,3265.662455,122.7795829,2369.935301,112.5347339
42123,-0.261804962,12/26/24 11:00,0,1319.432369,95.30472584,592.1122274,3265.237917,131.1449642,2230.872432,104.1958864,2.249450445,2073.629154,105.4655341,2107.164891,101.9414335,2536.569291,113.4205887,2627.280957,117,2904.648407,116.6667992,3014.653754,120.5593456,3125.315674,119.919103,3313.545819,121.282226,3326.740295,121.7976123,3265.716443,122.7757128,2369.928623,112.5186083
84366,-2.055902863,12/26/24 12:00,0,1327.806863,99.50553048,662.1102631,3255.861021,130.8431705,2230.871309,104.2001464,2.264098851,2073.593807,105.4669593,2107.158557,101.9509583,2536.56165,113.4301589,2627.246667,117,2904.658217,116.6674742,3014.666911,120.570835,3125.355613,119.927488,3313.780835,121.2741259,3326.900777,121.7987373,3265.780135,122.7787879,2369.900604,112.5209784
31100,2.412847265,12/26/24 13:00,0,1327.032545,97.50601953,667.9029999,3256.737264,130.6886325,2230.81701,104.1905614,2.269592001,2073.588228,105.4723743,2107.155064,101.9477934,2536.53441,113.4274738,2627.250244,117,2904.640564,116.6802994,3014.618321,120.5629005,3125.382544,119.934583,3313.934739,121.2626507,3327.087478,121.7959623,3265.774479,122.7826129,2369.865637,112.5176935
96973,1.540742942,12/26/24 14:00,0,1313.813325,94.65957057,593.0081001,3263.651515,130.8310026,2207.104269,103.0946932,2.252041185,2051.545885,104.3509621,2084.741271,100.8636717,2536.550106,113.4305712,2627.228895,117,2904.651681,116.6767951,3014.634633,120.5658876,3125.383503,119.9303562,3314.035143,121.2687114,3327.189292,121.7924363,3265.865738,122.7865295,2369.845293,112.5142179
10567,-2.615040105,12/26/24 15:00,0,1296.164218,94.35558123,602.6868881,3256.543785,130.4025416,2211.792263,103.3157366,2.245717929,2055.910442,104.5787702,2089.158378,101.0656311,2514.880649,112.4670161,2604.784499,116,2879.802526,115.6796164,2988.873594,119.5424324,3098.693601,118.9148816,3285.973178,120.2306948,3298.893025,120.7477579,3265.92926,122.7838975,2349.575656,111.5564466
26088,-6.471883943,12/26/24 16:00,0,1105.786017,81.58213685,532.8387863,3252.108999,129.7641547,2230.892226,104.1841714,1.904846019,2073.618726,105.4689542,2107.159285,101.9374437,2536.54667,113.437659,2627.217155,117,2904.645024,116.6735493,3014.659129,120.5672203,3125.450682,119.9590931,3314.597111,121.2927861,3327.540354,121.7702377,3265.952429,122.7902777,2369.796291,112.5137487
23770,-16.16723094,12/26/24 17:00,0,575.7761014,42.25463468,290.4832456,3251.118812,129.5626403,2230.939323,104.1898945,0.989727731,2073.618292,105.4712787,2107.149829,101.9378948,2536.579293,113.4264876,2627.245957,117,2904.662522,116.6798956,3014.658917,120.5626313,3125.452418,119.9555124,3314.732248,121.298832,3327.775696,121.7848669,3266.054562,122.7921222,2369.776609,112.5235773
56571,23.21862,12/26/24 18:00,0,1310.710306,96.29642525,666.4826797,3255.194836,129.6070412,2230.947532,104.1799114,2.238464165,2073.621718,105.4764992,2107.158543,101.9334836,2536.5888,113.4281038,2627.267533,117,2904.699432,116.6708342,3014.67289,120.5693802,3125.496293,119.9623181,3314.845138,121.2956212,3327.911399,121.8076019,3266.132933,122.7785777,2369.784863,112.5160436
28341,0.251735942,12/26/24 19:00,0,1310.223822,96.00199153,662.4735865,3258.827171,129.7041635,2230.963051,104.1841714,2.222900263,2073.651933,105.4762442,2107.162893,101.9286837,2536.58336,113.4329189,2627.290049,117,2904.678282,116.6674742,3014.646271,120.5657953,3125.515279,119.9661881,3314.970266,121.284896,3328.026737,121.8338364,3266.156769,122.7863777,2369.784149,112.5211137
68239,-0.757291412,12/26/24 20:00,0,1311.792412,96.83951658,668.8030838,3258.917875,129.7149076,2230.961251,104.1703264,2.214660553,2073.671948,105.4771591,2107.198118,101.9367836,2536.572579,113.4159086,2627.311127,117,2904.69813,116.6647591,3014.668441,120.5657953,3125.521916,119.9616731,3315.066007,121.2869061,3328.10306,121.8258865,3266.219493,122.7754578,2369.731087,112.5260188
92768,-0.623611577,12/26/24 21:00,0,1313.515028,97.1515274,682.069018,3256.362362,129.7608227,2230.931903,104.1863014,2.195434562,2073.667694,105.4696291,2107.156895,101.9374435,2536.567786,113.4172436,2627.33384,117,2904.706832,116.6620291,3014.675069,120.5658551,3125.541032,119.9648981,3315.155603,121.2845809,3328.230294,121.8242966,3266.2704,122.7754578,2369.694952,112.5295139
67634,0.465625381,12/26/24 22:00,0,1312.174669,96.42276891,655.9830912,3257.271047,129.8884946,2230.930975,104.1692614,2.160644674,2073.587445,105.4800093,2107.102871,101.9548431,2536.566315,113.4239637,2627.331226,117,2904.693264,116.6627341,3014.69305,120.5687499,3125.539803,119.9655431,3315.180078,121.291766,3328.282784,121.8274765,3266.319094,122.7606382,2369.724141,112.5362343
98379,-0.03611145,12/26/24 23:00,0,1311.990926,96.7970349,606.4351227,3257.699463,129.9656798,2230.99812,104.1724564,2.142334207,2073.593018,105.4745643,2107.120532,101.9469083,2536.537876,113.4267988,2627.321887,117,2904.704848,116.6647591,3014.716667,120.5859393,3125.533661,119.9681231,3315.189478,121.2870709,3328.357064,121.8250916,3266.356618,122.7840377,2369.68292,112.5351241
55633,-0.5121521,12/27/24 0:00,0,1313.266734,97.13211854,618.8215973,3256.722817,129.974197,2230.979688,104.1894964,2.138672113,2073.572019,105.4833394,2107.127946,101.9318336,2536.543927,113.4192537,2627.285999,117,2904.69126,116.6654341,3014.673564,120.570835,3125.598366,119.9610281,3315.246859,121.2885708,3328.390255,121.8123718,3266.398462,122.7824776,2369.633144,112.5504396
32848,-0.15451444,12/27/24 1:00,0,1313.073182,96.85306581,618.7885768,3256.231911,130.0511248,2230.981118,104.1841714,1.930847118,2073.530672,105.4942895,2107.085579,101.9325986,2536.512181,113.4221188,2627.280699,117,2904.625026,116.6701592,3014.677995,120.570835,3125.5856,119.9590931,3315.264048,121.2750856,3328.417904,121.8235016,3266.408543,122.7840377,2369.62487,112.5460444
89514,-0.48576355,12/27/24 2:00,0,1315.77358,97.74295858,638.8876734,3252.501086,130.0730527,2230.835522,104.1937564,2.157898104,2073.561587,105.4747894,2107.069678,101.9421534,2536.499353,113.4247588,2627.274927,117,2904.60969,116.6694992,3014.645803,120.5636354,3125.58492,119.9571581,3315.266532,121.2818207,3328.443656,121.8155518,3266.429482,122.7855975,2369.598907,112.5426243
18917,0.413888677,12/27/24 3:00,0,1313.385892,96.96292871,631.9388718,3255.076937,130.2188449,2230.3284,104.1618064,2.083740324,2073.551676,105.4856494,2107.071114,101.9532682,2536.542472,113.4316289,2627.270378,117,2904.639665,116.6728743,3014.645162,120.5657804,3125.569684,119.9655431,3315.263833,121.2857957,3328.419609,121.8266665,3266.415808,122.7840376,2369.524443,112.5386643
58986,0.661805979,12/27/24 4:00,0,1312.487194,96.53629316,616.8769124,3256.166917,130.2999704,2230.344521,104.1586114,1.94274873,2073.544834,105.4910194,2107.091919,101.9405485,2536.549339,113.4254488,2627.250505,117,2904.611241,116.6647291,3014.643785,120.5593157,3125.611694,119.9655431,3315.21873,121.2920659,3328.36804,121.8203217,3266.487498,122.7855977,2369.507676,112.5402394
67934,-0.050348282,12/27/24 5:00,0,1312.080382,96.89151878,602.7707947,3255.745921,130.2838473,2230.302419,104.1607414,1.896056846,2073.52428,105.4954145,2107.073617,101.9500882,2536.528243,113.4247438,2627.244755,117,2904.64575,116.6647741,3014.632705,120.5593157,3125.672666,119.9642531,3315.259377,121.2857957,3328.378168,121.8211166,3266.482271,122.7816976,2369.501406,112.55968
10586,-0.519444021,12/27/24 6:00,0,1313.013452,97.17276738,609.0053182,3254.472982,130.2216125,2230.297129,104.1596914,1.83197014,2073.618418,105.4721342,2107.093459,101.9397535,2536.612933,113.4246838,2627.310413,117,2904.627285,116.6633941,3014.647343,120.5621955,3125.795858,119.9474831,3315.292883,121.2836957,3328.377651,121.8179367,3266.560862,122.7840377,2369.535335,112.5545198
95682,-0.25833346,12/27/24 7:00,0,1313.480314,97.36392937,612.0193588,3254.519908,130.2426787,2230.357562,104.1564814,1.810913078,2073.603212,105.4733793,2107.1505,101.9501933,2536.636031,113.4309689,2627.355686,117,2904.647976,116.6613691,3014.685807,120.5780197,3125.812966,119.9590931,3315.306514,121.2811157,3328.444312,121.8123718,3266.658398,122.7848175,2369.513049,112.5632952
86399,-0.036804708,12/27/24 8:00,0,1312.914139,97.19181086,617.9566096,3253.775684,130.296659,2230.338391,104.1607414,1.791687049,2073.613373,105.4722392,2107.171018,101.9470434,2536.649084,113.4322589,2627.370978,117,2904.669366,116.6640391,3014.665544,120.5643554,3125.808693,119.9584481,3315.34047,121.2848208,3328.496059,121.8306414,3266.666852,122.7871576,2369.490686,112.557565
94975,0.501040904,12/27/24 9:00,0,1312.020752,96.72013143,613.5903783,3254.395563,130.3285793,2230.332422,104.1522214,1.768798916,2073.606864,105.4864143,2107.177631,101.9574382,2536.700734,113.4447542,2627.379588,117,2904.70175,116.6606941,3014.683079,120.5687051,3125.868917,119.9513531,3315.319061,121.2787157,3328.509855,121.8394012,3266.699994,122.7770178,2369.464573,112.5691003
94326,0.209722392,12/27/24 10:00,0,1312.824984,97.01932545,606.9450307,3254.558606,130.3469242,2230.342839,104.1596764,1.712951869,2073.572127,105.4823044,2107.182906,101.9414635,2536.722805,113.4454592,2627.372365,117,2904.674062,116.6633791,3014.685999,120.5737,3125.887996,119.9500631,3315.316512,121.2812957,3328.506112,121.8274765,3266.778994,122.7793578,2369.442863,112.5662203
37501,0.323263804,12/27/24 11:00,0,1317.550927,97.36502819,618.6770793,3255.081645,130.3563101,2230.372117,104.1639364,1.709289767,2073.550425,105.4855744,2107.138997,101.9429934,2536.724219,113.4441092,2627.377618,117,2904.691026,116.659299,3014.696667,120.5787397,3125.896834,119.9500631,3315.381698,121.2831559,3328.522471,121.8338214,3266.837809,122.7668781,2369.432402,112.5691004
37929,-0.546874746,12/27/24 12:00,0,1318.811604,97.65067304,626.8294586,3255.11863,130.410977,2230.360272,104.1618064,1.699218973,2073.583614,105.4800994,2107.171771,101.9422585,2536.721511,113.4564695,2627.373067,117,2904.711973,116.6633791,3014.639591,120.5622105,3125.924697,119.9487731,3315.420449,121.2824659,3328.5133,121.8354263,3266.856842,122.7746778,2369.427653,112.5712605
56922,-0.014583206,12/27/24 13:00,0,1324.247699,98.44022357,649.7960373,3254.784174,130.4642971,2230.389724,104.1756514,1.694641314,2073.572017,105.4832944,2107.152191,101.9429634,2536.713802,113.4508743,2627.380792,117,2904.683201,116.6627191,3014.664382,120.5572006,3125.936379,119.9552231,3315.48336,121.2727606,3328.543496,121.8362063,3266.898987,122.7754579,2369.381769,112.588541
15282,0.080208079,12/27/24 14:00,0,1327.350254,98.25016034,674.4533641,3254.765387,130.6312813,2230.433366,104.1884314,1.692810255,2073.595068,105.4788843,2107.14599,101.9406235,2536.726487,113.4488943,2627.353731,117,2904.677191,116.6606791,3014.684835,120.5665452,3125.988381,119.9636081,3315.486971,121.2699556,3328.610608,121.8346313,3266.960122,122.7793577,2369.323171,112.5849259
19323,-0.41701355,12/27/24 15:00,0,1327.494225,98.10294418,679.1705688,3255.967053,130.8078556,2230.36064,104.1756514,1.689148122,2073.565495,105.4855744,2107.162382,101.9654481,2536.674917,113.4460442,2627.384078,117,2904.651107,116.6654341,3014.676388,120.5614905,3126.006466,119.9661881,3315.500769,121.2746506,3328.637392,121.8394012,3266.988814,122.7871426,2369.285992,112.587821
95322,-0.287500381,12/27/24 16:00,0,1328.938632,98.93497442,697.684228,3252.042424,130.8988196,2230.447593,104.1713914,1.714782919,2073.605841,105.4842543,2107.11652,101.9509132,2536.717985,113.4420392,2627.415975,117,2904.631087,116.6620591,3014.718677,120.5866742,3126.024561,119.9642531,3315.555396,121.2696555,3328.672874,121.8290665,3267.036019,122.7824626,2369.298391,112.587101
55940,2.279166794,12/27/24 17:00,0,1327.787106,97.29251874,699.0529175,3256.102319,131.0590906,2230.399184,104.1660664,1.725769224,2073.584257,105.4864894,2107.14797,101.9533282,2536.741996,113.4488643,2627.414583,117,2904.650205,116.6613991,3014.68776,120.5715401,3126.021568,119.9629631,3315.54597,121.2743505,3328.714244,121.8227066,3267.058984,122.7777978,2369.283942,112.5871009
35367,0.162846883,12/27/24 18:00,0,1316.419118,95.41971626,625.8736293,3261.783516,131.1478022,2230.390916,104.1660664,1.609497069,2073.560254,105.4877194,2107.122762,101.9533433,2536.752903,113.4501093,2627.451544,117,2904.676524,116.6627191,3014.684845,120.5665302,3126.087335,119.9687681,3315.578544,121.2788956,3328.741685,121.8282715,3267.11701,122.7800928,2369.236281,112.5777407
8024,-0.893402354,12/27/24 19:00,0,1316.73182,96.94608281,582.1658869,3261.418388,130.7877612,2230.404456,104.1724564,1.159972861,2073.61062,105.4744293,2107.15022,101.9390035,2536.768172,113.4563194,2627.488322,117,2904.676748,116.6620291,3014.686648,120.5715401,3126.118376,119.9636081,3315.81146,121.3060909,3328.780151,121.8227066,3267.158112,122.7801227,2369.260935,112.5842209
80480,0.292707825,12/27/24 20:00,0,1315.9572,96.51065826,594.7670675,3259.189183,130.4673704,2230.45234,104.1639364,1.322937112,2073.642173,105.4850342,2107.124215,101.9349836,2536.775549,113.4528994,2627.465177,117,2904.677427,116.6634241,3014.716624,120.5787546,3126.089067,119.9616731,3316.062551,121.3202661,3328.986892,121.8012421,3267.214935,122.7824477,2369.197884,112.5892611
25308,0.652084096,12/27/24 21:00,0,1311.549163,95.79874516,571.1790955,3260.313094,130.357467,2230.455918,104.1713914,1.456604016,2073.653158,105.4882292,2107.163051,101.9430684,2536.743361,113.4529894,2627.461023,117,2904.708801,116.6660641,3014.703253,120.568,3126.128137,119.9552231,3316.26342,121.3027458,3329.162541,121.8258865,3267.262083,122.7870977,2369.214872,112.587101
22894,0.573263931,12/27/24 22:00,0,1306.26721,94.63199711,531.5568192,3261.342615,130.2035319,2230.480847,104.1660664,1.725769224,2073.65694,105.4882142,2107.154152,101.9382085,2536.715379,113.4489243,2627.46165,117,2904.687901,116.6654341,3014.696143,120.5658551,3126.166522,119.9565131,3316.442173,121.2959657,3329.355103,121.842956,3267.342255,122.7933226,2369.221847,112.5921412
33032,-1.985764313,12/27/24 23:00,0,1305.944673,95.47428195,504.694676,3261.484324,129.895734,2230.386633,104.1564814,1.705627666,2073.651072,105.4958793,2107.161296,101.9501633,2536.718585,113.4495693,2627.434324,117,2904.665991,116.6674442,3014.710166,120.5744647,3126.172876,119.9578031,3316.675614,121.2833206,3329.561072,121.8550906,3267.398348,122.7902026,2369.174544,112.5820608
59960,-1.465972137,12/28/24 0:00,0,1306.311884,96.81204967,536.7508771,3252.571265,129.625462,2230.291423,104.1756514,1.697387914,2073.659117,105.4914242,2107.17286,101.9454234,2536.711833,113.4447392,2627.403288,117,2904.686963,116.6715242,3014.714408,120.5787546,3126.182654,119.9539331,3316.867627,121.2707804,3329.799194,121.8485057,3267.473163,122.7886726,2369.12219,112.5835009
85739,0.030208079,12/28/24 1:00,0,1306.728789,96.5886617,563.4003784,3253.598981,129.665384,2230.311442,104.1681964,1.681823856,2073.644014,105.4915293,2107.131891,101.9484983,2536.724874,113.4461493,2627.43432,117,2904.650649,116.6667992,3014.707788,120.5823395,3126.217615,119.9558681,3316.944875,121.2880906,3329.983285,121.8371208,3267.503929,122.7901877,2369.120319,112.588541
71913,0.575000509,12/28/24 2:00,0,1306.440853,96.18326569,568.9412532,3255.240922,129.8214062,2230.341111,104.1660664,1.670837456,2073.604887,105.4929994,2107.106777,101.9453033,2536.702425,113.437149,2627.41354,117,2904.637028,116.6674742,3014.711536,120.5809294,3126.182642,119.9494181,3316.921706,121.2794655,3330.010437,121.8410657,3267.555747,122.7863326,2369.072345,112.5827808
36730,0.346181107,12/28/24 4:00,0,1306.679135,96.62345053,586.9037354,3251.403839,129.9815179,2230.383936,104.1713914,1.630553991,2073.562587,105.5018645,2107.09659,101.9644731,2536.665643,113.4378241,2627.438843,117,2904.695516,116.6627491,3014.640678,120.5586107,3126.221063,119.9461931,3316.823039,121.2913006,3329.996134,121.8433606,3267.613902,122.7840076,2368.987858,112.5676603
74238,-0.87951355,12/28/24 5:00,0,1307.711945,96.96512629,592.2877116,3250.607635,130.0800605,2230.379911,104.1863014,1.610412258,2073.587821,105.5006645,2107.103739,101.9556532,2536.684161,113.434389,2627.440776,117,2904.671409,116.6613841,3014.668864,120.5643703,3126.222656,119.9442581,3316.720905,121.2926057,3329.91829,121.8394908,3267.678473,122.7855676,2368.963658,112.5662203
28985,0.150346756,12/28/24 6:00,0,1306.33183,96.44840272,595.200592,3250.548069,130.1559667,2230.385268,104.1767164,1.591186075,2073.585527,105.4985195,2107.12796,101.9405785,2536.74621,113.4501993,2627.365774,117,2904.625087,116.660019,3014.662909,120.5693802,3126.290798,119.9461931,3316.609867,121.2953207,3329.804783,121.8467656,3267.705577,122.7824477,2369.006879,112.5669403
22878,-1.04687411,12/28/24 7:00,0,1308.51612,97.35623938,603.3219823,3247.949156,130.2220746,2230.403839,104.1799114,1.592101626,2073.638885,105.4926543,2107.170608,101.9510483,2536.780963,113.4535744,2627.408527,117,2904.677887,116.6620741,3014.686015,120.5773147,3126.292218,119.9449031,3316.51559,121.3000008,3329.718498,121.8443059,3267.80709,122.7809176,2368.983016,112.5546999
20040,0.129513423,12/28/24 8:00,0,1307.701956,96.83951613,610.9024994,3248.031738,130.2869043,2230.464388,104.1809764,1.592101609,2073.683781,105.4956092,2107.193406,101.9630782,2536.786894,113.4569494,2627.401133,117,2904.692812,116.6606791,3014.704862,120.5773595,3126.318536,119.936518,3316.394442,121.2973307,3329.611068,121.8505758,3267.822483,122.7793577,2368.935364,112.5626202
